scene_id,task_type,task,filename,target_object_labels,target_object_ids,target_object_ids_short,affordance_labels,affordance_ids,affordance_actions,all_target_node_ids
12kitchen,implicit,I am hungry,12kitchen_i-am-hungry_2_GT.json,oven; microwave oven,f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f,f339a688; f2002623,button; button; handle; handle; handle; knob,9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea,"button: press to open or close, or to adjust the setting; button: press to open or close, or to adjust the setting; handle: pull to open or close; handle: pull to open or close; handle: pull to open or close; knob: rotate to open or close, or to adjust the setting, time and temperature",f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f; 9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea
12kitchen,implicit,I am hungry,12kitchen_i-am-hungry_3_GT.json,oven; microwave oven,f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f,f339a688; f2002623,button; button; handle; handle; handle; knob,9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea,"button: press to open or close, or to adjust the setting; button: press to open or close, or to adjust the setting; handle: pull to open or close; handle: pull to open or close; handle: pull to open or close; knob: rotate to open or close, or to adjust the setting, time and temperature",f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f; 9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea
12kitchen,implicit,I am hungry,12kitchen_i-am-hungry_76af3134_GT.json,kitchen cabinet,76af3134-447f-42fa-80b0-db98f4dcf728,76af3134,handle / knob; handle / knob; handle / knob,a827b5c6-e001-48c6-99d7-b980ae01cbf7; 601ff2d9-10c2-404b-9d05-13cfc8ace799; 64f143d5-f7a3-4d49-bcb9-7decf7602efa,handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close,76af3134-447f-42fa-80b0-db98f4dcf728; a827b5c6-e001-48c6-99d7-b980ae01cbf7; 601ff2d9-10c2-404b-9d05-13cfc8ace799; 64f143d5-f7a3-4d49-bcb9-7decf7602efa
12kitchen,implicit,I am hungry,12kitchen_i-am-hungry_8dda16d0_GT.json,kitchen cabinet / kitchen counter,8dda16d0-4f22-468d-b7bc-2b4f7c8ef835,8dda16d0,handle / knob; handle / knob; handle / knob; handle / knob; handle / knob,b1743fca-c222-40a4-bd73-027725181331; 8350b046-97b5-4f34-8a98-8672910d40ac; 066ffbee-c6fd-49fd-b779-e2188ca69c22; 2bf3ad66-f6a8-49ec-adfa-72e62c0a9f0f; b7f1f433-6281-4fa0-a06b-4a11cd870181,handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close,8dda16d0-4f22-468d-b7bc-2b4f7c8ef835; b1743fca-c222-40a4-bd73-027725181331; 8350b046-97b5-4f34-8a98-8672910d40ac; 066ffbee-c6fd-49fd-b779-e2188ca69c22; 2bf3ad66-f6a8-49ec-adfa-72e62c0a9f0f; b7f1f433-6281-4fa0-a06b-4a11cd870181
12kitchen,implicit,I am hungry,12kitchen_i-am-hungry_GT.json,kitchen cabinet / fridge,1d98b33b-fbed-463f-8a31-4a7e2ba9d6b4,1d98b33b,handle / knob; handle / knob,f1e9a6f8-021a-4944-8a46-e0274b843644; bbe67ebe-dd99-4c23-b307-184f074cc587,handle / knob: pull to open or close; handle / knob: pull to open or close,1d98b33b-fbed-463f-8a31-4a7e2ba9d6b4; f1e9a6f8-021a-4944-8a46-e0274b843644; bbe67ebe-dd99-4c23-b307-184f074cc587
12kitchen,implicit,it's too cold in here,12kitchen_its-too-cold-in-here_GT.json,radiator,fb600ca1-8e82-47e0-888a-408fab813991,fb600ca1,knob,745544f4-a8ca-4bbe-aed8-986368200c4a,knob: rotate to adjust the temperature,fb600ca1-8e82-47e0-888a-408fab813991; 745544f4-a8ca-4bbe-aed8-986368200c4a
12kitchen,implicit,my hands are dirty,12kitchen_my-hands-are-dirty_GT.json,kitchen sink,00becc68-446f-49ad-bd09-71f582ac55b3,00becc68,faucet / handle,77d585fc-ed79-4562-a479-f174a8b19943,faucet / handle: control the water flow,00becc68-446f-49ad-bd09-71f582ac55b3; 77d585fc-ed79-4562-a479-f174a8b19943
12kitchen,explicit,open the door,12kitchen_open-the-door_GT.json,door,f9af0467-9ff2-4ce3-bedf-058d842c13c4,f9af0467,handle,71b4b344-2fef-47c5-9861-02bf4845c5ed,handle: rotate to open or close,f9af0467-9ff2-4ce3-bedf-058d842c13c4; 71b4b344-2fef-47c5-9861-02bf4845c5ed
12kitchen,explicit,open the fridge,12kitchen_open-the-fridge_GT.json,kitchen cabinet / fridge,1d98b33b-fbed-463f-8a31-4a7e2ba9d6b4,1d98b33b,handle / knob; handle / knob,f1e9a6f8-021a-4944-8a46-e0274b843644; bbe67ebe-dd99-4c23-b307-184f074cc587,handle / knob: pull to open or close; handle / knob: pull to open or close,1d98b33b-fbed-463f-8a31-4a7e2ba9d6b4; f1e9a6f8-021a-4944-8a46-e0274b843644; bbe67ebe-dd99-4c23-b307-184f074cc587
12kitchen,explicit,open the kitchen cabinet,12kitchen_open-the-kitchen-cabinet_1df7ab42_GT.json,kitchen cabinet,1df7ab42-bac0-4282-9bef-f9fbc46cc5f0,1df7ab42,handle / knob; handle / knob,4ebc38b0-9d3d-41e2-8fdb-8dc3f1cabd9b; 285ac4e9-7741-4790-837e-1dbd4393055c,handle / knob: pull to open or close; handle / knob: pull to open or close,1df7ab42-bac0-4282-9bef-f9fbc46cc5f0; 4ebc38b0-9d3d-41e2-8fdb-8dc3f1cabd9b; 285ac4e9-7741-4790-837e-1dbd4393055c
12kitchen,explicit,open the kitchen cabinet,12kitchen_open-the-kitchen-cabinet_76af3134_GT.json,kitchen cabinet,76af3134-447f-42fa-80b0-db98f4dcf728,76af3134,handle / knob; handle / knob; handle / knob,a827b5c6-e001-48c6-99d7-b980ae01cbf7; 601ff2d9-10c2-404b-9d05-13cfc8ace799; 64f143d5-f7a3-4d49-bcb9-7decf7602efa,handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close,76af3134-447f-42fa-80b0-db98f4dcf728; a827b5c6-e001-48c6-99d7-b980ae01cbf7; 601ff2d9-10c2-404b-9d05-13cfc8ace799; 64f143d5-f7a3-4d49-bcb9-7decf7602efa
12kitchen,explicit,open the kitchen cabinet,12kitchen_open-the-kitchen-cabinet_8dda16d0_GT.json,kitchen cabinet / kitchen counter,8dda16d0-4f22-468d-b7bc-2b4f7c8ef835,8dda16d0,handle / knob; handle / knob; handle / knob; handle / knob; handle / knob,b1743fca-c222-40a4-bd73-027725181331; 8350b046-97b5-4f34-8a98-8672910d40ac; 066ffbee-c6fd-49fd-b779-e2188ca69c22; 2bf3ad66-f6a8-49ec-adfa-72e62c0a9f0f; b7f1f433-6281-4fa0-a06b-4a11cd870181,handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close; handle / knob: pull to open or close,8dda16d0-4f22-468d-b7bc-2b4f7c8ef835; b1743fca-c222-40a4-bd73-027725181331; 8350b046-97b5-4f34-8a98-8672910d40ac; 066ffbee-c6fd-49fd-b779-e2188ca69c22; 2bf3ad66-f6a8-49ec-adfa-72e62c0a9f0f; b7f1f433-6281-4fa0-a06b-4a11cd870181
12kitchen,explicit,open the microwave oven,12kitchen_open-the-microwave-oven_GT.json,oven; microwave oven,f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f,f339a688; f2002623,button; button; handle; handle; handle; knob,9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea,"button: press to open or close, or to adjust the setting; button: press to open or close, or to adjust the setting; handle: pull to open or close; handle: pull to open or close; handle: pull to open or close; knob: rotate to open or close, or to adjust the setting, time and temperature",f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f; 9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea
12kitchen,explicit,open the oven,12kitchen_open-the-oven_GT.json,oven; microwave oven,f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f,f339a688; f2002623,button; button; handle; handle; handle; knob,9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea,"button: press to open or close, or to adjust the setting; button: press to open or close, or to adjust the setting; handle: pull to open or close; handle: pull to open or close; handle: pull to open or close; knob: rotate to open or close, or to adjust the setting, time and temperature",f339a688-4f83-4acf-8471-e90228c4a07e; f2002623-802a-4206-82df-b7ce839aeb7f; 9a3cc6e0-fb3c-4207-8618-4ffcd995eec3; cd483b3d-7757-4fe3-b085-82f22888db42; 65988f77-2094-4552-b639-44056e154067; 387fa922-f379-4aef-a653-315a5a0e89b0; 33c6800c-3e97-4b15-9801-8adbc7888ede; 9cba6a08-d29f-4d09-96dd-e2e0738607ea
12kitchen,explicit,open the window,12kitchen_open-the-window_GT.json,window,910dfa70-00fe-49b9-8465-d1e6d2ea70f3,910dfa70,handle,436aac63-53a7-4c92-b295-e9c0c4b46f2e,handle: rotate to open or close,910dfa70-00fe-49b9-8465-d1e6d2ea70f3; 436aac63-53a7-4c92-b295-e9c0c4b46f2e
12kitchen,implicit,someone is knocking at the door,12kitchen_someone-is-knocking-at-the-door_GT.json,door,f9af0467-9ff2-4ce3-bedf-058d842c13c4,f9af0467,handle,71b4b344-2fef-47c5-9861-02bf4845c5ed,handle: rotate to open or close,f9af0467-9ff2-4ce3-bedf-058d842c13c4; 71b4b344-2fef-47c5-9861-02bf4845c5ed
12kitchen,implicit,there is smoke in the room,12kitchen_there-is-smoke-in-the-room_2_GT.json,exhaust hood,8ee38466-9054-4600-a7f1-04a198caaf2b,8ee38466,button,20d140ce-61fb-4d32-aed8-b62b2c4bb575,"button: press to open or close, or to adjust the wind flow",8ee38466-9054-4600-a7f1-04a198caaf2b; 20d140ce-61fb-4d32-aed8-b62b2c4bb575
12kitchen,implicit,there is smoke in the room,12kitchen_there-is-smoke-in-the-room_GT.json,window,910dfa70-00fe-49b9-8465-d1e6d2ea70f3,910dfa70,handle,436aac63-53a7-4c92-b295-e9c0c4b46f2e,handle: rotate to open or close,910dfa70-00fe-49b9-8465-d1e6d2ea70f3; 436aac63-53a7-4c92-b295-e9c0c4b46f2e
12kitchen,explicit,turn on the exhaust hood,12kitchen_turn-on-the-exhaust-hood_GT.json,exhaust hood,8ee38466-9054-4600-a7f1-04a198caaf2b,8ee38466,button,20d140ce-61fb-4d32-aed8-b62b2c4bb575,"button: press to open or close, or to adjust the wind flow",8ee38466-9054-4600-a7f1-04a198caaf2b; 20d140ce-61fb-4d32-aed8-b62b2c4bb575
12kitchen,explicit,use the kitchen sink,12kitchen_use-the-kitchen-sink_GT.json,kitchen sink,00becc68-446f-49ad-bd09-71f582ac55b3,00becc68,faucet / handle,77d585fc-ed79-4562-a479-f174a8b19943,faucet / handle: control the water flow,00becc68-446f-49ad-bd09-71f582ac55b3; 77d585fc-ed79-4562-a479-f174a8b19943
13bathroom,explicit,adjust the radiator temperature,13bathroom_adjust-the-radiator-temperature_GT.json,radiator,b3a9f35c-5404-4091-909c-4dd52ad842bf,b3a9f35c,knob,28c908cc-bbeb-4275-b2e0-feed91f0544a,knob: rotate to adjust the temperature,b3a9f35c-5404-4091-909c-4dd52ad842bf; 28c908cc-bbeb-4275-b2e0-feed91f0544a
13bathroom,explicit,flush the toilet,13bathroom_flush-the-toilet_GT.json,toilet,9f3f7df5-4751-4f24-bd19-9e08225640ad,9f3f7df5,button,f934cad2-9e21-45b3-8ae0-3656a7b8cd7e,button: press to flush,9f3f7df5-4751-4f24-bd19-9e08225640ad; f934cad2-9e21-45b3-8ae0-3656a7b8cd7e
13bathroom,implicit,I just used the toilet,13bathroom_i-just-used-the-toilet_GT.json,toilet,9f3f7df5-4751-4f24-bd19-9e08225640ad,9f3f7df5,button,f934cad2-9e21-45b3-8ae0-3656a7b8cd7e,button: press to flush,9f3f7df5-4751-4f24-bd19-9e08225640ad; f934cad2-9e21-45b3-8ae0-3656a7b8cd7e
13bathroom,implicit,I need to get my toiletries,13bathroom_i-need-to-get-my-toiletries_GT.json,bathroom vanity,dccb9165-7e18-4ee4-a30c-ba295b251e95,dccb9165,knob; knob; knob; knob; knob,0561874e-2fc3-4af3-84af-ac11b6f11288; 516c5c1d-8ba0-4284-9005-b730f5884f29; 90da83c0-b6b7-4054-a957-70250023ead7; 1c887c15-77fb-48cd-b199-648bcb058098; 2bcc8f71-864f-4c69-9cd4-e0f81574f6ae,knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer,dccb9165-7e18-4ee4-a30c-ba295b251e95; 0561874e-2fc3-4af3-84af-ac11b6f11288; 516c5c1d-8ba0-4284-9005-b730f5884f29; 90da83c0-b6b7-4054-a957-70250023ead7; 1c887c15-77fb-48cd-b199-648bcb058098; 2bcc8f71-864f-4c69-9cd4-e0f81574f6ae
13bathroom,implicit,I need to throw away trash,13bathroom_i-need-to-throw-away-trash_GT.json,trashcan,98c0d73f-1043-4695-909e-c3f552d8aaeb,98c0d73f,knob,76a46ef3-4bf2-4ac5-a503-1ff4b14bcd15,knob: push or press to open,98c0d73f-1043-4695-909e-c3f552d8aaeb; 76a46ef3-4bf2-4ac5-a503-1ff4b14bcd15
13bathroom,implicit,I want to take a hot bath,13bathroom_i-want-to-take-a-hot-bath_GT.json,bathtub,fe4e7b9d-ad1d-456d-9f3e-8d3446714286,fe4e7b9d,button / knob; knob / handle / faucet,7cbd6558-4aa2-43f3-9722-ea8ec5600d1f; 910a7e36-8adb-472d-adb5-18e25f8e9a2e,button / knob: press or rotate to control the drain water flow; knob / handle / faucet: control the water flow,fe4e7b9d-ad1d-456d-9f3e-8d3446714286; 7cbd6558-4aa2-43f3-9722-ea8ec5600d1f; 910a7e36-8adb-472d-adb5-18e25f8e9a2e
13bathroom,implicit,it's too cold in here,13bathroom_its-too-cold-in-here_GT.json,radiator,b3a9f35c-5404-4091-909c-4dd52ad842bf,b3a9f35c,knob,28c908cc-bbeb-4275-b2e0-feed91f0544a,knob: rotate to adjust the temperature,b3a9f35c-5404-4091-909c-4dd52ad842bf; 28c908cc-bbeb-4275-b2e0-feed91f0544a
13bathroom,implicit,my hands are dirty,13bathroom_my-hands-are-dirty_GT.json,bathroom sink,4490a892-2e27-46ee-b20b-0402036b96db,4490a892,faucet / handle,bbf7d4a8-104d-4b26-a182-a4089c8e17eb,faucet / handle: control the water flow,4490a892-2e27-46ee-b20b-0402036b96db; bbf7d4a8-104d-4b26-a182-a4089c8e17eb
13bathroom,explicit,open the bathroom vanity,13bathroom_open-the-bathroom-vanity_GT.json,bathroom vanity,dccb9165-7e18-4ee4-a30c-ba295b251e95,dccb9165,knob; knob; knob; knob; knob,0561874e-2fc3-4af3-84af-ac11b6f11288; 516c5c1d-8ba0-4284-9005-b730f5884f29; 90da83c0-b6b7-4054-a957-70250023ead7; 1c887c15-77fb-48cd-b199-648bcb058098; 2bcc8f71-864f-4c69-9cd4-e0f81574f6ae,knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer; knob: pull to open or close a cabinet or drawer,dccb9165-7e18-4ee4-a30c-ba295b251e95; 0561874e-2fc3-4af3-84af-ac11b6f11288; 516c5c1d-8ba0-4284-9005-b730f5884f29; 90da83c0-b6b7-4054-a957-70250023ead7; 1c887c15-77fb-48cd-b199-648bcb058098; 2bcc8f71-864f-4c69-9cd4-e0f81574f6ae
13bathroom,explicit,open the door,13bathroom_open-the-door_GT.json,door,39b09ac3-f4af-4f26-904a-86c59397ed06,39b09ac3,handle,e4802b30-56ee-4dc4-a983-026ea7cc3319,handle: rotate to open or close,39b09ac3-f4af-4f26-904a-86c59397ed06; e4802b30-56ee-4dc4-a983-026ea7cc3319
13bathroom,explicit,open the trashcan,13bathroom_open-the-trashcan_GT.json,trashcan,98c0d73f-1043-4695-909e-c3f552d8aaeb,98c0d73f,knob,76a46ef3-4bf2-4ac5-a503-1ff4b14bcd15,knob: push or press to open,98c0d73f-1043-4695-909e-c3f552d8aaeb; 76a46ef3-4bf2-4ac5-a503-1ff4b14bcd15
13bathroom,explicit,open the window,13bathroom_open-the-window_GT.json,window,3ddd9d01-a30e-433e-bcea-6a950151a205,3ddd9d01,handle,d6f87229-5547-49f7-9716-9a4075c868db,handle: rotate to open or close,3ddd9d01-a30e-433e-bcea-6a950151a205; d6f87229-5547-49f7-9716-9a4075c868db
13bathroom,implicit,someone is knocking at the door,13bathroom_someone-is-knocking-at-the-door_GT.json,door,39b09ac3-f4af-4f26-904a-86c59397ed06,39b09ac3,handle,e4802b30-56ee-4dc4-a983-026ea7cc3319,handle: rotate to open or close,39b09ac3-f4af-4f26-904a-86c59397ed06; e4802b30-56ee-4dc4-a983-026ea7cc3319
13bathroom,implicit,there is smoke in the room,13bathroom_there-is-smoke-in-the-room_GT.json,window,3ddd9d01-a30e-433e-bcea-6a950151a205,3ddd9d01,handle,d6f87229-5547-49f7-9716-9a4075c868db,handle: rotate to open or close,3ddd9d01-a30e-433e-bcea-6a950151a205; d6f87229-5547-49f7-9716-9a4075c868db
13bathroom,explicit,use the bathroom sink,13bathroom_use-the-bathroom-sink_GT.json,bathroom sink,4490a892-2e27-46ee-b20b-0402036b96db,4490a892,faucet / handle,bbf7d4a8-104d-4b26-a182-a4089c8e17eb,faucet / handle: control the water flow,4490a892-2e27-46ee-b20b-0402036b96db; bbf7d4a8-104d-4b26-a182-a4089c8e17eb
13bathroom,explicit,use the bathtub,13bathroom_use-the-bathtub_GT.json,bathtub,fe4e7b9d-ad1d-456d-9f3e-8d3446714286,fe4e7b9d,button / knob; knob / handle / faucet,7cbd6558-4aa2-43f3-9722-ea8ec5600d1f; 910a7e36-8adb-472d-adb5-18e25f8e9a2e,button / knob: press or rotate to control the drain water flow; knob / handle / faucet: control the water flow,fe4e7b9d-ad1d-456d-9f3e-8d3446714286; 7cbd6558-4aa2-43f3-9722-ea8ec5600d1f; 910a7e36-8adb-472d-adb5-18e25f8e9a2e
1bathroom,explicit,adjust the radiator temperature,1bathroom_adjust-the-radiator-temperature_GT.json,radiator,c793addb-92d0-407e-82a9-8f78062e36d0,c793addb,knob,0d6e2bb7-05a6-4de3-95d9-817c3e312c00,knob: rotate to adjust the temperature,c793addb-92d0-407e-82a9-8f78062e36d0; 0d6e2bb7-05a6-4de3-95d9-817c3e312c00
1bathroom,explicit,flush the toilet,1bathroom_flush-the-toilet_GT.json,toilet,eae369de-7a70-47d8-b5a4-873669f31946,eae369de,handle,10f5c4c4-45e4-403b-b121-7dd591f33acf,handle: press to flush,eae369de-7a70-47d8-b5a4-873669f31946; 10f5c4c4-45e4-403b-b121-7dd591f33acf
1bathroom,implicit,I just used the toilet,1bathroom_i-just-used-the-toilet_GT.json,toilet,eae369de-7a70-47d8-b5a4-873669f31946,eae369de,handle,10f5c4c4-45e4-403b-b121-7dd591f33acf,handle: press to flush,eae369de-7a70-47d8-b5a4-873669f31946; 10f5c4c4-45e4-403b-b121-7dd591f33acf
1bathroom,implicit,I want to take a hot bath,1bathroom_i-want-to-take-a-hot-bath_GT.json,bathtub,fc7d4d40-b14b-40f6-aef2-ab95c48ceda1,fc7d4d40,faucet / handle; knob,ece708eb-dfd2-46ee-8bc9-34da286cdcca; 59fee29a-737e-44d3-b6e6-6d1b511c7792,faucet / handle: control the water flow; knob: control the water flow,fc7d4d40-b14b-40f6-aef2-ab95c48ceda1; ece708eb-dfd2-46ee-8bc9-34da286cdcca; 59fee29a-737e-44d3-b6e6-6d1b511c7792
1bathroom,implicit,it's too cold in here,1bathroom_its-too-cold-in-here_GT.json,radiator,c793addb-92d0-407e-82a9-8f78062e36d0,c793addb,knob,0d6e2bb7-05a6-4de3-95d9-817c3e312c00,knob: rotate to adjust the temperature,c793addb-92d0-407e-82a9-8f78062e36d0; 0d6e2bb7-05a6-4de3-95d9-817c3e312c00
1bathroom,implicit,my hands are dirty,1bathroom_my-hands-are-dirty_GT.json,bathroom sink,07a85c08-4a23-4a4f-830b-697309388194,07a85c08,faucet / handle; button / knob,f9c2845c-a663-48e9-9d06-c473ddff9ad6; 9b386711-0502-4c62-92bb-2eab67fb3bca,faucet / handle: control the water flow; button / knob: press or rotate to control the water flow,07a85c08-4a23-4a4f-830b-697309388194; f9c2845c-a663-48e9-9d06-c473ddff9ad6; 9b386711-0502-4c62-92bb-2eab67fb3bca
1bathroom,explicit,open the door,1bathroom_open-the-door_GT.json,door,97113108-1306-4a29-a52e-f589d4318713,97113108,handle,c2d955e0-ce4b-4943-911d-e6bdc35595ef,handle: rotate to open or close,97113108-1306-4a29-a52e-f589d4318713; c2d955e0-ce4b-4943-911d-e6bdc35595ef
1bathroom,explicit,open the window,1bathroom_open-the-window_GT.json,window,86857788-1428-4173-bf06-14952875483d,86857788,handle,01deaf87-db55-4171-80f6-cbd57a84d310,handle: rotate to open or close,86857788-1428-4173-bf06-14952875483d; 01deaf87-db55-4171-80f6-cbd57a84d310
1bathroom,implicit,someone is knocking at the door,1bathroom_someone-is-knocking-at-the-door_GT.json,door,97113108-1306-4a29-a52e-f589d4318713,97113108,handle,c2d955e0-ce4b-4943-911d-e6bdc35595ef,handle: rotate to open or close,97113108-1306-4a29-a52e-f589d4318713; c2d955e0-ce4b-4943-911d-e6bdc35595ef
1bathroom,implicit,there is smoke in the room,1bathroom_there-is-smoke-in-the-room_GT.json,window,86857788-1428-4173-bf06-14952875483d,86857788,handle,01deaf87-db55-4171-80f6-cbd57a84d310,handle: rotate to open or close,86857788-1428-4173-bf06-14952875483d; 01deaf87-db55-4171-80f6-cbd57a84d310
1bathroom,explicit,use the bathroom sink,1bathroom_use-the-bathroom-sink_GT.json,bathroom sink,07a85c08-4a23-4a4f-830b-697309388194,07a85c08,faucet / handle; button / knob,f9c2845c-a663-48e9-9d06-c473ddff9ad6; 9b386711-0502-4c62-92bb-2eab67fb3bca,faucet / handle: control the water flow; button / knob: press or rotate to control the water flow,07a85c08-4a23-4a4f-830b-697309388194; f9c2845c-a663-48e9-9d06-c473ddff9ad6; 9b386711-0502-4c62-92bb-2eab67fb3bca
1bathroom,explicit,use the bathtub,1bathroom_use-the-bathtub_GT.json,bathtub,fc7d4d40-b14b-40f6-aef2-ab95c48ceda1,fc7d4d40,faucet / handle; knob,ece708eb-dfd2-46ee-8bc9-34da286cdcca; 59fee29a-737e-44d3-b6e6-6d1b511c7792,faucet / handle: control the water flow; knob: control the water flow,fc7d4d40-b14b-40f6-aef2-ab95c48ceda1; ece708eb-dfd2-46ee-8bc9-34da286cdcca; 59fee29a-737e-44d3-b6e6-6d1b511c7792
2livingroom,explicit,adjust the radiator temperature,2livingroom_adjust-the-radiator-temperature_GT.json,radiator,94189713-a417-4c4e-84af-0ca6397a6f52,94189713,knob,0b1b0b28-1142-45c4-8b86-bb5280026492,knob: rotate to adjust the temperature,94189713-a417-4c4e-84af-0ca6397a6f52; 0b1b0b28-1142-45c4-8b86-bb5280026492
2livingroom,implicit,I am bored,2livingroom_i-am-bored_GT.json,television; remote,21693307-b11f-4e4c-b460-a67747feea34; 20c85680-6e72-4a9a-b504-bdacb0320d1b,21693307; 20c85680,,,,21693307-b11f-4e4c-b460-a67747feea34; 20c85680-6e72-4a9a-b504-bdacb0320d1b
2livingroom,implicit,it's dark in here,2livingroom_its-dark-in-here_GT.json,lamp,54e0ca38-c7e4-41f9-b3ab-616766867953,54e0ca38,,,,54e0ca38-c7e4-41f9-b3ab-616766867953
2livingroom,implicit,it's too cold in here,2livingroom_its-too-cold-in-here_GT.json,radiator,94189713-a417-4c4e-84af-0ca6397a6f52,94189713,knob,0b1b0b28-1142-45c4-8b86-bb5280026492,knob: rotate to adjust the temperature,94189713-a417-4c4e-84af-0ca6397a6f52; 0b1b0b28-1142-45c4-8b86-bb5280026492
2livingroom,explicit,turn on the lamp,2livingroom_turn-on-the-lamp_GT.json,lamp,54e0ca38-c7e4-41f9-b3ab-616766867953,54e0ca38,,,,54e0ca38-c7e4-41f9-b3ab-616766867953
2livingroom,explicit,turn on the television,2livingroom_turn-on-the-television_GT.json,television; remote,21693307-b11f-4e4c-b460-a67747feea34; 20c85680-6e72-4a9a-b504-bdacb0320d1b,21693307; 20c85680,,,,21693307-b11f-4e4c-b460-a67747feea34; 20c85680-6e72-4a9a-b504-bdacb0320d1b
3kitchen,explicit,adjust the radiator temperature,3kitchen_adjust-the-radiator-temperature_GT.json,radiator,87cd6d4e-2f88-402d-a68b-16f84d64a039,87cd6d4e,knob,8cad3558-ab57-4ccc-8620-5773db800740,knob: rotate to adjust the temperature,87cd6d4e-2f88-402d-a68b-16f84d64a039; 8cad3558-ab57-4ccc-8620-5773db800740
3kitchen,implicit,I am hungry,3kitchen_i-am-hungry_26e1c6c1_GT.json,kitchen cabinet / drawer,26e1c6c1-390e-4baf-8844-f3aa7e33516f,26e1c6c1,knob,8afd5554-722f-43fc-bbd4-9a2e2b902a58,knob: pull to open or close,26e1c6c1-390e-4baf-8844-f3aa7e33516f; 8afd5554-722f-43fc-bbd4-9a2e2b902a58
